역명,호선,위도,경도,시청과의거리,주소
디지털미디어시티,6호선,37.583989,126.909785,6.332558538357231,"청록아파트, 299, 증산로, 증산동, 은평구, 서울, 03497, 대한민국"
월드컵경기장(성산),6호선,37.577005,126.898643,7.106942430328272,"성암로, 21통, 상암동, 마포구, 서울, 03927, 대한민국"
마포구청,6호선,37.569439,126.899077,6.98118117680485,"월드컵터널, 성산동, 성산2동, 마포구, 서울, 03936, 대한민국"
망원,6호선,37.563535,126.903326,6.6084429096869295,"홍제천 자전거길, 연희동, 성산2동, 마포구, 서울, 03712, 대한민국"
합정,6호선,37.556031,126.910129,6.1141055308023615,"망원, 월드컵로, 서교동, 마포구, 서울, 04012, 대한민국"
상수,6호선,37.549033,126.913546,6.024402935407513,"SC제일은행, 5, 독막로, 합정동, 마포구, 서울, 04072, 대한민국"
광흥창(서강),6호선,37.547704,126.92292,5.306247508190844,"상수, 독막로, 24통, 서강동, 마포구, 서울, 04074, 대한민국"
대흥(서강대앞),6호선,37.547464,126.931971,4.596684239850313,"독막로, 13통, 서강동, 마포구, 서울, 04086, 대한민국"
공덕,6호선,37.547732,126.942214,3.8025522086368673,"백범로, 4통, 대흥동, 마포구, 서울, 04136, 대한민국"
효창공원앞,6호선,37.543592,126.951664,3.465577697578985,"백범로, 43통, 공덕동, 마포구, 서울, 04146, 대한민국"
삼각지,6호선,37.539279,126.961348,3.380396387512021,"효창공원앞, 백범로, 효창동, 용산구, 서울, 04311, 대한민국"
녹사평(용산구청),6호선,37.535563,126.973996,3.4693925291267824,"이태원로, 한강로1가, 한강로동, 용산구, 서울, 04375, 대한민국"
이태원,6호선,37.53469,126.98665,3.623897800046115,"이태원로, 용산동4가, 용산2가동, 용산구, 서울, 04343, 대한민국"
한강진,6호선,37.534485,126.994369,3.843341861047116,"앙카라피크닉, 182, 이태원로, 이태원1동, 용산구, 서울, 04391, 대한민국"
버티고개,6호선,37.53956,127.001729,3.6511933561458076,"이태원로, 한남동, 용산구, 서울, 04399, 대한민국"
약수,6호선,37.547933,127.006948,3.2743873048261607,"다산로, 한남동, 약수동, 중구, 서울, 04597, 대한민국"
청구,6호선,37.554087,127.010237,3.147060156052124,"다산로, 한남동, 약수동, 중구, 서울, 04597, 대한민국"
신당,6호선,37.560221,127.013776,3.214272468431451,"다산로, 4통, 신당동, 중구, 서울, 04598, 대한민국"
동묘앞,6호선,37.566174,127.016158,3.345538773911669,"서울흥인동우체국, 253, 다산로, 흥인동, 2통, 신당동, 중구, 서울, 04569, 대한민국"
창신,6호선,37.572275,127.015666,3.361799669355977,"Teddy Bear Museum, 24시 사우나, 지봉로, 창신1동, 종로구, 서울, 03121, 대한민국"
보문,6호선,37.579772,127.015246,3.5787359436562913,"지봉로, 숭인동, 숭인1동, 종로구, 서울, 03108, 대한민국"
안암(고대병원앞),6호선,37.585293,127.019377,4.182487092437602,"지봉로, 보문동2가, 보문동, 성북구, 서울, 02870, 대한민국"
고려대(종암),6호선,37.586261,127.02903,4.984922380646911,"미래약국, 85, 고려대로, 안암동2가, 안암동, 성북구, 서울, 02841, 대한민국"
월곡(동덕여대),6호선,37.59034,127.03626,5.7577945771304675,"고려대, 145, 안암로, 종암동, 성북구, 서울, 02841, 대한민국"
상월곡(한국과학기술연구원),6호선,37.60192,127.041492,6.821886570127844,"월곡, 월곡로, 하월곡동, 월곡2동, 성북구, 서울, 02751, 대한민국"
돌곶이,6호선,37.606392,127.048509,7.613768049863509,"북부간선도로, 석관동, 월곡2동, 성북구, 서울, 02773, 대한민국"
석계,6호선,37.610522,127.056419,8.447753387556588,"북부간선도로, 석관동, 성북구, 서울, 02773, 대한민국"
태릉입구,6호선,37.614937,127.065922,9.414952111733276,"화랑로45길, 석관동, 성북구, 서울, 02781, 대한민국"
화랑대(서울여대입구),6호선,37.617319,127.074741,10.206480446189468,"화랑로, 공릉1동, 노원구, 서울, 01856, 대한민국"
봉화산(서울의료원),6호선,37.619875,127.084106,11.053248371089332,"북부간선도로, 묵1동, 중랑구, 서울, 02020, 대한민국"
신내,6호선,37.612571,127.104326,12.232755411273677,"신내, 용마산로136길, 망우본동, 중랑구, 서울, 02053, 대한민국"
장암,7호선,37.70015,127.053126,16.251242295945474,"121, 동일로, 장암동, 의정부시, 경기도, 11724, 대한민국"
도봉산,7호선,37.689131,127.046548,14.896550452628366,"964-40, 도봉로, 도봉2동, 도봉구, 서울, 01318, 대한민국"
수락산,7호선,37.677804,127.055314,14.109005045649164,"수락산, 지하 1662, 동일로, 상계1동, 노원구, 서울, 01631, 대한민국"
마들,7호선,37.664985,127.057701,12.99029830949718,"마들, 동일로, 상계9동, 노원구, 서울, 01631, 대한민국"
노원,7호선,37.654478,127.060555,12.171161201615101,"동일로, 상계2동, 노원구, 서울, 01689, 대한민국"
중계,7호선,37.645052,127.064084,11.54826125101845,"동일로, 중계2·3동, 노원구, 서울, 01768, 대한민국"
하계,7호선,37.636363,127.067999,11.08062958984422,"동일로, 하계동, 하계1동, 노원구, 서울, 01784, 대한민국"
공릉(서울과학기술대),7호선,37.625642,127.072969,10.622205992305357,"동일로, 공릉1동, 노원구, 서울, 01844, 대한민국"
태릉입구,7호선,37.617319,127.074741,10.206480446189468,"화랑로, 공릉1동, 노원구, 서울, 01856, 대한민국"
먹골,7호선,37.610638,127.077719,10.043982627738911,"묵동우체국, 895, 동일로, 묵2동, 중랑구, 서울, 02102, 대한민국"
중화,7호선,37.602604,127.079254,9.763524678495395,"동일로, 중화1동, 중랑구, 서울, 02102, 대한민국"
상봉(시외버스터미널),7호선,37.595673,127.085708,10.01032060960733,"491, 면목로, 상봉2동, 중랑구, 서울, 02098, 대한민국"
면목,7호선,37.588671,127.087503,9.940162644518463,"418, 면목로, 면목본동, 중랑구, 서울, 02219, 대한민국"
사가정,7호선,37.580912,127.088502,9.850234423693333,"326, 면목로, 면목동, 면목3·8동, 중랑구, 서울, 02214, 대한민국"
용마산,7호선,37.573752,127.086802,9.60431539720477,"1동, 228, 용마산로, 면목4동, 중랑구, 서울, 02243, 대한민국"
중곡,7호선,37.565877,127.084291,9.350716962123654,"보건행정복지타운, 400, 능동로, 중곡3동, 광진구, 서울, 04937, 대한민국"
군자(능동),7호선,37.557151,127.079484,8.988649100067333,"능동로, 능동, 중곡2동, 광진구, 서울, 04919, 대한민국"
어린이대공원(세종대),7호선,37.547962,127.07465,8.75022665785276,"세종대학교, 209, 능동로, 능동, 광진구, 서울, 05006, 대한민국"
건대입구,7호선,37.540882,127.071103,8.673784666770779,"건국대학교병원, 120-1, 능동로, 모진동, 화양동, 광진구, 서울, 05030, 대한민국"
뚝섬유원지,7호선,37.531558,127.066714,8.721015087669883,"능동로, 자양동, 자양3동, 광진구, 서울, 05096, 대한민국"
청담,7호선,37.519097,127.051851,8.36927588531349,"학동로, 삼성동, 삼성1동, 강남구, 서울, 06085, 대한민국"
강남구청,7호선,37.517185,127.04122,7.812968691254478,"강남구청, 선릉로, 논현2동, 강남구, 서울, 06059, 대한민국"
학동,7호선,37.514262,127.031738,7.4919283988581045,"서울논현동우체국, 212, 학동로, 논현2동, 강남구, 서울, 06061, 대한민국"
논현,7호선,37.511108,127.021385,7.249112580918552,"강남대로, 논현1동, 강남구, 서울, 06044, 대한민국"
반포,7호선,37.508171,127.011717,7.135926961166786,"신반포로, 반포1동, 서초구, 서울, 06522, 대한민국"
고속터미널,7호선,37.503387,127.005055,7.415445120674741,"JW Mariott Seoul, 사평대로, 서래마을, 반포4동, 서초구, 서울, 06591, 대한민국"
내방,7호선,37.48764,126.993541,8.881888986058808,"서초대로, 방배본동, 서초구, 서울, 06573, 대한민국"
총신대입구(이수),7호선,37.485258,126.981766,9.048627940069604,"사당로, 사당2동, 동작구, 서울, 07008, 대한민국"
남성,7호선,37.484688,126.971108,9.128028597342261,"사당로, 사당동, 사당4동, 동작구, 서울, 07004, 대한민국"
숭실대입구(살피재),7호선,37.496258,126.953649,8.11425210646558,"숭실대입구역, 상도로, 상도1동, 동작구, 서울, 06971, 대한민국"
상도,7호선,37.50279,126.947949,7.578751178681777,"상도로, 상도1동, 동작구, 서울, 06968, 대한민국"
장승배기,7호선,37.504845,126.939025,7.685378349943089,"상도로, 상도2동, 동작구, 서울, 06937, 대한민국"
신대방삼거리,7호선,37.499717,126.928218,8.643639125036106,"신대방삼거리, 상도로, 대방동, 동작구, 서울, 07056, 대한민국"
보라매,7호선,37.499916,126.920112,9.010862344665531,"신풍로, 신길6동, 영등포구, 서울, 07435, 대한민국"
신풍,7호선,37.500107,126.909806,9.5402833202074,"신풍로, 신길6동, 영등포구, 서울, 07435, 대한민국"
대림(구로구청),7호선,37.492984,126.896997,10.874672688214183,"도림로, 대림2동, 영등포구, 서울, 07417, 대한민국"
남구로,7호선,37.486181,126.887372,12.003938584191959,"도림로, 가리봉동, 구로4동, 구로구, 서울, 08320, 대한민국"
가산디지털단지,7호선,37.480376,126.882704,12.760207391678826,"1, 벚꽃로44길, 가산동, 금천구, 서울, 08510, 대한민국"
철산,7호선,37.47616,126.868217,13.97097125652394,"20, 철산로, 철산상업지구, 철산3동, 광명시, 경기도, 14238, 대한민국"
광명사거리,7호선,37.47927,126.854854,14.58081433873054,"오리로, 광명4동, 광명시, 경기도, 14220, 대한민국"
천왕,7호선,37.486699,126.838684,15.175167457186307,"오리로, 오류동, 오류2동, 구로구, 서울, 08363, 대한민국"
온수(성공회대입구),7호선,37.492059,126.823294,15.977396459374246,"경인로577번길, 수궁동, 구로구, 서울, 경기도, 14779, 대한민국"
암사,8호선,37.550127,127.127521,13.288628520601584,"상암로, 암사2동, 강동구, 서울, 05242, 대한민국"
천호(풍납토성),8호선,37.53792,127.123179,13.171794984991736,"올림픽로, 풍납1동, 송파구, 서울, 05520, 대한민국"
강동구청,8호선,37.530348,127.120461,13.172752823791074,"올림픽로, 성내동, 성내1동, 강동구, 서울, 05520, 대한민국"
몽촌토성(평화의문),8호선,37.517692,127.11274,13.048246935646645,"올림픽로, 잠실4동, 송파구, 서울, 05507, 대한민국"
잠실(송파구청),8호선,37.514649,127.104267,12.525622815546187,"롯데월드몰, 300, 올림픽로, 신천동, 잠실6동, 송파구, 서울, 05551, 대한민국"
석촌,8호선,37.505396,127.106995,13.23836173568498,"송파대로, 석촌동, 송파구, 서울, 05616, 대한민국"
송파,8호선,37.49978,127.11212,13.950630858379883,"송파, 송파대로, 석촌동, 가락1동, 송파구, 서울, 05668, 대한민국"
가락시장,8호선,37.493004,127.118279,14.81609141488831,"송파대로, 가락1동, 송파구, 서울, 05833, 대한민국"
문정,8호선,37.485931,127.122473,15.565778202586499,"송파대로, 문정동, 문정2동, 송파구, 서울, 05806, 대한민국"
장지,8호선,37.478609,127.126229,16.313010725381496,"장지역.가든파이브(중), 송파대로, 장지동, 문정2동, 송파구, 서울, 05838, 대한민국"
복정,8호선,37.471016,127.126746,16.868785841026664,"복정역, 성남대로, 위례동, 송파구, 서울, 05845, 대한민국"
산성,8호선,37.456886,127.149927,19.4475728509021,"산성, 헌릉로, 산성동, 수정구, 성남시, 경기도, 13115, 대한민국"
남한산성입구(성남법원·검찰청),8호선,37.451568,127.159845,20.500434125705194,"남한산성입구, 산성대로, 은행동, 중원구, 성남시, 경기도, 13152, 대한민국"
단대오거리,8호선,37.445057,127.156735,20.75131962274335,"희망로, 중앙동, 수정구, 성남시, 경기도, 13179, 대한민국"
신흥,8호선,37.440952,127.14759,20.455255359161473,"신흥, 산성대로, 중앙동, 중원구, 성남시, 경기도, 13354, 대한민국"
수진,8호선,37.437575,127.140936,20.294406330837564,"원터로, 중원구, 성남시, 경기도, 13361, 대한민국"
모란,8호선,37.433888,127.129921,19.9210647057845,"3, 산성대로97번길, 수진동, 수정구, 성남시, 경기도, 13326, 대한민국"
남위례,8호선,37.462839,127.139047,18.284738953272846,"남위례, 공원로, 복정동, 수정구, 성남시, 경기도, 13646, 대한민국"
중앙보훈병원,9호선,37.529191,127.148739,15.598841117341102,"동남로, 둔촌동, 둔촌2동, 강동구, 서울, 05369, 대한민국"
둔촌오륜,9호선,37.519683,127.137989,15.021990629473015,"강동대로, 둔촌1동, 강동구, 서울, 05408, 대한민국"
올림픽공원,9호선,37.516269,127.130288,14.529389407319462,"파리크라상, 양재대로 자전거 전용, 오륜동, 송파구, 서울, 05649, 대한민국"
한성백제,9호선,37.516404,127.116503,13.409621160297837,"한성백제, 51, 위례성대로, 오륜동, 송파구, 서울, 05627, 대한민국"
송파나루,9호선,37.510372,127.112216,13.367476219263995,"박인숙국회의원사무실, 446, 백제고분로, 방이동, 방이2동, 송파구, 서울, 05627, 대한민국"
석촌,9호선,37.505208,127.10704,13.252531290034245,"송파대로, 석촌동, 송파구, 서울, 05616, 대한민국"
석촌고분,9호선,37.502558,127.097033,12.66781653088758,"삼학사로, 삼전동, 송파구, 서울, 05603, 대한민국"
삼전,9호선,37.504738,127.088025,11.877032561840867,"파크인수아파트, 187, 백제고분로, 삼전동, 잠실본동, 송파구, 서울, 05567, 대한민국"
종합운동장,9호선,37.511426,127.076275,10.60140830711709,"올림픽로, 잠실7동, 송파구, 서울, 05556, 대한민국"
봉은사,9호선,37.514219,127.060245,9.285971326394469,"봉은사로, 삼성동, 삼성1동, 강남구, 서울, 06081, 대한민국"
삼성중앙,9호선,37.513011,127.053282,8.905480667178974,"삼성로, 삼성2동, 강남구, 서울, 06158, 대한민국"
선정릉,9호선,37.510297,127.043999,8.534005150963695,"봉은사로, 삼성2동, 강남구, 서울, 06097, 대한민국"
언주,9호선,37.507287,127.033868,8.219837704668102,"봉은사로, 역삼1동, 강남구, 서울, 06143, 대한민국"
신논현,9호선,37.504598,127.02506,8.036068824574695,"247클리닉, 108, 봉은사로, 역삼1동, 강남구, 서울, 06123, 대한민국"
사평,9호선,37.504206,127.015259,7.667275282362344,"사평대로, 반포1동, 서초구, 서울, 06598, 대한민국"
고속터미널,9호선,37.50598,127.004403,7.123937903296448,"신반포로23길, 반포4동, 서초구, 서울, 06545, 대한민국"
신반포,9호선,37.503415,126.995925,7.195908236366291,"반포2동, 서초구, 서울, 06504, 대한민국"
구반포,9호선,37.501364,126.987332,7.296794579609581,"반포본동, 서초구, 서울, 06504, 대한민국"
동작,9호선,37.502878,126.978153,7.0839175121434215,"동작테니스장, 현충로, 동작동, 사당2동, 동작구, 서울, 06694, 대한민국"
흑석,9호선,37.50877,126.963708,6.554578812485661,"현충로, 흑석동, 노량진1동, 동작구, 서울, 06981, 대한민국"
노들,9호선,37.512887,126.953222,6.3642804159981905,"노량진로, 본동, 노량진1동, 동작구, 서울, 06969, 대한민국"
노량진,9호선,37.513534,126.941005,6.749486616297686,"노량진, 130, 노량진로, 노량진동, 노량진1동, 동작구, 서울, 06922, 대한민국"
샛강,9호선,37.517274,126.928422,7.0234919897955645,"샛강, 의사당대로, 여의동, 영등포구, 서울, 07333, 대한민국"
여의도,9호선,37.52176,126.92403,6.903320476446403,"의사당대로, 여의동, 영등포구, 서울, 07328, 대한민국"
국회의사당,9호선,37.528105,126.917874,6.826204572445201,"의사당대로, 여의동, 영등포구, 서울, 07237, 대한민국"
당산,9호선,37.533406,126.902809,7.601922465588194,"당산, 40, 양평로, 당산동5가, 당산2동, 영등포구, 서울, 07214, 대한민국"
선유도,9호선,37.53802,126.893525,8.112533292523867,"더 스테이트 선유 호텔, 132, 양평로, 양평동5가, 양평2동, 영등포구, 서울, 07205, 대한민국"
신목동,9호선,37.544277,126.88308,8.744507414244705,"안양천로, 목2동, 양천구, 서울, 07969, 대한민국"
염창,9호선,37.546936,126.874916,9.363291591436901,"어바니엘주상복합, 630, 공항대로, 목2동, 양천구, 서울, 07972, 대한민국"
등촌,9호선,37.550632,126.865689,10.07531058735633,"538, 공항대로, 목3동, 양천구, 서울, 07664, 대한민국"
증미,9호선,37.557402,126.861939,10.29875495331253,"증미, 양천로, 가양3동, 강서구, 서울, 07565, 대한민국"
가양,9호선,37.561391,126.854456,10.922576172924161,"488, 양천로, 가양동, 가양2동, 강서구, 서울, 07574, 대한민국"
양천향교,9호선,37.568381,126.841333,12.065060788444438,"양천로, 마곡지구도시개발지구, 가양1동, 강서구, 서울, 07573, 대한민국"
마곡나루,9호선,37.566778,126.82731,13.299516041861153,"마곡나루, 지하 2, 마곡중앙5로, 마곡지구도시개발지구, 가양1동, 강서구, 서울, 07594, 대한민국"
신방화,9호선,37.567532,126.816601,14.243686928661399,"방화1동, 강서구, 서울, 07598, 대한민국"
공항시장,9호선,37.563726,126.810678,14.769136501157272,"방화동로, 공항동, 강서구, 서울, 07622, 대한민국"
김포공항,9호선,37.561916,126.802152,15.526066776184908,"김포공항, 하늘길, 방화2동, 강서구, 서울, 07612, 대한민국"
개화,9호선,37.578608,126.798153,15.924298302604932,"개화, 19, 개화동로8길, 방화2동, 강서구, 서울, 07602, 대한민국"
북한산우이(도선사입구),우이신설선,37.66284,127.01272,11.126488035043364,"삼양로, 우이동, 강북구, 서울, 01376, 대한민국"
솔밭공원,우이신설선,37.65607,127.01326,10.418417650465484,"삼양로, 우이동, 쌍문1동, 강북구, 서울, 01021, 대한민국"
4.19민주묘지(덕성여대),우이신설선,37.64954,127.01371,9.740021088469094,"삼양로, 우이동, 수유2동, 강북구, 서울, 01021, 대한민국"
가오리,우이신설선,37.64162,127.01681,9.01003731917918,"삼양로, 수유2동, 강북구, 서울, 01041, 대한민국"
화계,우이신설선,37.63428,127.0175,8.285273782536247,"삼양로, 인수동, 강북구, 서울, 01083, 대한민국"
삼양,우이신설선,37.62706,127.01817,7.590608872408362,"삼양동 주민센터, 268, 삼양로, 삼양동, 강북구, 서울, 01121, 대한민국"
삼양사거리,우이신설선,37.62144,127.02049,7.147418735284216,"삼양로, 송천동, 강북구, 서울, 01121, 대한민국"
솔샘,우이신설선,37.62037,127.01357,6.74367562559303,"삼양동, 강북구, 서울, 01192, 대한민국"
북한산보국문(서경대),우이신설선,37.61233,127.00816,5.730655661135156,"보국문로, 정릉4동, 성북구, 서울, 02708, 대한민국"
정릉(국민대입구),우이신설선,37.60278,127.01345,5.083705460385896,"정릉입구, 아리랑로, 정릉1동, 성북구, 서울, 02815, 대한민국"
성신여대입구,우이신설선,37.59287,127.01656,4.468470595847355,"동인약국, 107, 동소문로, 동선동4가, 동선동, 성북구, 서울, 02829, 대한민국"
보문,우이신설선,37.58551,127.01939,4.19552694251333,"보문역, 보문로, 보문동1가, 보문동, 성북구, 서울, 02870, 대한민국"
신설동,우이신설선,37.57579,127.02361,4.130598804034558,"왕산로, 신설동, 용신동, 동대문구, 서울, 02586, 대한민국"
양원(서울시북부병원),경의중앙,37.6066,127.108,12.271968618983971,"2, 망우로87길, 망우동, 망우본동, 중랑구, 서울, 02062, 대한민국"
상봉,경의중앙,37.595254,127.085853,10.007500357124501,"4, 면목로94길, 상봉2동, 중랑구, 서울, 02098, 대한민국"
중랑,경의중앙,37.594948,127.076152,9.189481720503021,"1, 중랑역로, 중화동, 중화2동, 중랑구, 서울, 02130, 대한민국"
회기,경의중앙,37.589802,127.057936,7.485616004150959,"196, 회기로, 휘경1동, 동대문구, 서울, 02444, 대한민국"
청량리,경의중앙,37.580543,127.046516,6.217195887504068,"청량문화광장, 전농1동, 동대문구, 서울, 대한민국"
왕십리,경의중앙,37.561128,127.035505,5.086934485903537,"왕십리역, 왕십리광장로, 행당동, 행당1동, 성동구, 서울, 04715, 대한민국"
응봉,경의중앙,37.550433,127.034824,5.304270895343854,"1, 중랑천 자전거길, 응봉동, 금호4가동, 성동구, 서울, 04747, 대한민국"
한남,경의중앙,37.529361,127.008984,4.949346320104373,"1, 서빙고로, 한남동, 용산구, 서울, 04410, 대한민국"
망우,경의중앙,37.599295,127.092336,10.694691489981299,"19, 망우역광장, 상봉동, 상봉1동, 중랑구, 서울, 02072, 대한민국"
서빙고,경의중앙,37.51961,126.988358,5.299565103590257,"1, 서빙고로, 서빙고동, 용산구, 서울, 04428, 대한민국"
이촌,경의중앙,37.522476,126.973816,4.9199470915408865,"1, 이촌로65가길, 이촌동, 이촌1동, 용산구, 서울, 04386, 대한민국"
서울역,경의중앙,37.556964,126.971276,1.2318272500935,"서울로 7017, 남대문로5가, 봉래동2가, 회현동, 중구, 서울, 04509, 대한민국"
효창공원앞,경의중앙,37.539289,126.961339,3.3797465409730516,"효창공원앞, 백범로, 효창동, 용산구, 서울, 04311, 대한민국"
공덕,경의중앙,37.542611,126.952134,3.5196363125250123,"백범로, 1통, 도화동, 마포구, 서울, 04195, 대한민국"
신촌,경의중앙,37.559768,126.942308,3.25347680343649,"2, 이화여대길, 대현동, 신촌동, 서대문구, 서울, 03766, 대한민국"
서강대,경의중앙,37.552132,126.935389,4.1019264150838834,"서강대역 1번출구, 서강로14길, 21통, 대흥동, 마포구, 서울, 04101, 대한민국"
홍대입구,경의중앙,37.55808,126.925533,4.737924066697867,"홍대입구, 160, 양화로, 홍대거리, 서교동, 마포구, 서울, 04050, 대한민국"
가좌,경의중앙,37.568611,126.914841,5.589152652462933,"성산2동, 마포구, 서울, 대한민국"
수색,경의중앙,37.580855,126.895681,7.4438025922033795,"2, 수색로, 수색동, 은평구, 서울, 03505, 대한민국"
디지털미디어시티,경의중앙,37.577475,126.900453,6.958488784866354,"2, 수색로, 증산동, 은평구, 서울, 03505, 대한민국"
옥수,경의중앙,37.540446,127.018672,4.601572964647242,"2, 한강 자전거길 (동호대교 북단), 옥수동, 성동구, 서울, 04734, 대한민국"
용산,경의중앙,37.529849,126.964561,4.258262270520969,"55, 한강대로23길, 한강로3가, 한강로동, 용산구, 서울, 04377, 대한민국"
샛강,신림,37.51715099617103,126.92949511440423,6.97553261780645,"샛강, 여의동로, 여의동, 영등포구, 서울, 07343, 대한민국"
대방(성애병원),신림,37.51302197258486,126.92554017518772,7.552092251724874,"대방, 300, 여의대방로, 신길7동, 영등포구, 서울, 07319, 대한민국"
서울지방병무청,신림,37.506028336724505,126.92267441513674,8.325553349872528,"신길7동, 영등포구, 서울, 07360, 대한민국"
보라매,신림,37.49986380893415,126.92019280587613,9.011591990054097,"신풍로, 신길6동, 영등포구, 서울, 07435, 대한민국"
보라매공원,신림,37.49521329003488,126.91825273797332,9.535742462996318,"여의대방로20길, 신대방동, 신대방2동, 동작구, 서울, 07062, 대한민국"
보라매병원(전문건설회관),신림,37.49280216609114,126.92359268240538,9.51323275469339,"보라매로5길, 신대방동, 신대방2동, 동작구, 서울, 08708, 대한민국"
당곡,신림,37.49017371989295,126.9275529771196,9.599056286334841,"보라매로, 보라매동, 관악구, 서울, 08709, 대한민국"
신림,신림,37.48491306754554,126.92959326054164,10.042448255631403,"SK허브그린, 344, 신림로, 신림동, 관악구, 서울, 08754, 대한민국"
서원,신림,37.47821158950264,126.93308169642698,10.6018477918761,"서원, 신림로, 서원동, 관악구, 서울, 08845, 대한민국"
서울대벤처타운,신림,37.47194107329665,126.9339916655252,11.223088073045348,"신림로, 서림동, 관악구, 서울, 08845, 대한민국"
관악산(서울대),신림,37.468991450151215,126.94511767812192,11.237417358349264,"신림로3가길, 녹두거리, 대학동, 관악구, 서울, 08825, 대한민국"
서울역,공항철도,37.5490645,126.9704658,2.0641591948399474,"청파동, 청파로, 서계동, 청파동, 용산구, 서울, 04303, 대한민국"
공덕,공항철도,37.5427105,126.9516296,3.540524092841943,"공덕역 9번출구, 백범로, 1통, 도화동, 마포구, 서울, 04195, 대한민국"
홍대입구,공항철도,37.5578854,126.9265227,4.656929330036511,"190-1, 신촌로2길, 동교동, 서교동, 마포구, 서울, 04056, 대한민국"
디지털미디어시티,공항철도,37.5783645,126.8972464,7.254110563581183,"한국철도공사 서울차량사업소, 성암로, 21통, 상암동, 마포구, 서울, 03927, 대한민국"
마곡나루,공항철도,37.5653322,126.827608,13.274093503304353,"마곡나루역5번출구, 마곡중앙로, 마곡지구도시개발지구, 가양1동, 강서구, 서울, 07594, 대한민국"
김포공항,공항철도,37.5667733,126.8025118,15.485179985085376,"하늘길, 방화2동, 강서구, 서울, 07612, 대한민국"
청량리,경춘,37.580113,127.045043,6.079586646498601,"홍릉로, 전농1동, 동대문구, 서울, 02559, 대한민국"
회기,경춘,37.589774,127.057989,7.488928911909904,"196, 회기로, 휘경1동, 동대문구, 서울, 02444, 대한민국"
중랑,경춘,37.594944,127.076152,9.189329299977663,"1, 중랑역로, 중화동, 중화2동, 중랑구, 서울, 02130, 대한민국"
신내,경춘,37.612855,127.103277,12.162157207323062,"1, 용마산로136길, 망우본동, 중랑구, 서울, 02053, 대한민국"
망우,경춘,37.59955,127.091909,10.669007656362586,"망우, 상봉중앙로1다길, 상봉동, 상봉1동, 중랑구, 서울, 02098, 대한민국"
상봉,경춘,37.596678,127.08504,9.991440287751521,"1, 망우로, 상봉동, 상봉1동, 중랑구, 서울, 02098, 대한민국"
광운대,경춘,37.623632,127.061835,9.722628530295843,"광운대, 석계로, 월계1동, 노원구, 서울, 01906, 대한민국"
청량리,수인분당,37.580113,127.045043,6.079586646498601,"홍릉로, 전농1동, 동대문구, 서울, 02559, 대한민국"
압구정로데오,수인분당,37.527385,127.040555,7.015436094450246,"846, 선릉로, 청담동, 강남구, 서울, 06019, 대한민국"
선정릉(한국과학창의재단),수인분당,37.510275,127.043817,8.524901843602063,"봉은사로, 논현2동, 강남구, 서울, 06143, 대한민국"
선릉,수인분당,37.504479,127.048941,9.305624972605926,"선릉, 340, 테헤란로, 역삼동, 역삼2동, 강남구, 서울, 06211, 대한민국"
복정(동서울대학),수인분당,37.469753,127.126627,16.949587782243846,"성남대로, 위례동, 송파구, 서울, 05845, 대한민국"
왕십리,수인분당,37.561128,127.035505,5.086934485903537,"왕십리역, 왕십리광장로, 행당동, 행당1동, 성동구, 서울, 04715, 대한민국"
서울숲,수인분당,37.543647,127.044686,6.391507036119552,"서울숲, 왕십리로, 성수동1가, 성수1가1동, 성동구, 서울, 04769, 대한민국"
강남구청,수인분당,37.517172,127.041275,7.817434092320228,"강남구청, 선릉로, 논현2동, 강남구, 서울, 06059, 대한민국"
한티,수인분당,37.496208,127.052883,10.227643820533071,"선릉로, 도곡2동, 강남구, 서울, 06275, 대한민국"
도곡,수인분당,37.490914,127.055393,10.822746912516596,"선릉로, 대치1동, 강남구, 서울, 06289, 대한민국"
대모산입구,수인분당,37.491422,127.07274,11.804608155756872,"대모산입구, 개포로, 개포2동, 강남구, 서울, 06335, 대한민국"
수서,수인분당,37.487472,127.101422,13.980591317474119,"밤고개로, 수서동, 강남구, 서울, 06367, 대한민국"
구룡,수인분당,37.486839,127.058856,11.36731242889865,"개포로, 개포동, 개포2동, 강남구, 서울, 06323, 대한민국"
미사,5호선,37.5609,127.194,19.031125776331514,"미사강변남로, 미사1동, 하남시, 경기도, 12912, 대한민국"
고촌,김포골드라인,37.6012,126.77,18.74585708848299,"고촌역 2번출구, 김포대로, 고촌읍, 김포시, 경기도, 10129, 대한민국"
풍무,김포골드라인,37.6125,126.732,22.285971934223802,"709, 김포대로, 사우동, 태리, 김포시, 경기도, 10110, 대한민국"
사우,김포골드라인,37.6203,126.72,23.52043170337834,"사우역 2번출구, 사우중로, 사우동, 김포시, 경기도, 10109, 대한민국"
걸포북변,김포골드라인,37.6316,126.706,25.047070028524505,"김포대로, 북변동, 김포시, 경기도, 10099, 대한민국"
운양,김포골드라인,37.6539,126.684,27.67438943670608,"227, 김포한강1로, 운양동, 김포시, 경기도, 10078, 대한민국"
장기,김포골드라인,37.644,126.669,28.566347974169073,"장기, 김포한강4로, 장기동, 김포시, 경기도, 10083, 대한민국"
마산,김포골드라인,37.6407,126.644,30.573145174198455,"432, 김포한강3로, 마산동, 구래리, 김포시, 경기도, 10066, 대한민국"
구래,김포골드라인,37.6454,126.629,31.98592362558858,"김포한강7로, 구래동, 양곡리, 김포시, 경기도, 10071, 대한민국"
