철도운영기관명,선명,역명,경도,위도
인천교통공사,인천1호선,계양,126.735637,37.571462
인천교통공사,인천1호선,귤현,126.742654,37.566379
인천교통공사,인천1호선,박촌,126.745077,37.553703
인천교통공사,인천1호선,임학,126.738665,37.545059
인천교통공사,인천1호선,계산,126.728128,37.543238
인천교통공사,인천1호선,경인교대입구,126.722597,37.538157
인천교통공사,인천1호선,작전,126.722527,37.530415
인천교통공사,인천1호선,갈산,126.721514,37.517268
인천교통공사,인천1호선,부평시장,126.722244,37.498383
인천교통공사,인천1호선,동수,126.718247,37.485312
인천교통공사,인천1호선,부평삼거리,126.710208,37.477679
인천교통공사,인천1호선,간석오거리,126.707938,37.467048
인천교통공사,인천1호선,예술회관,126.701012,37.449396
인천교통공사,인천1호선,인천터미널,126.699706,37.442383
인천교통공사,인천1호선,문학경기장,126.698579,37.434935
인천교통공사,인천1호선,선학,126.698863,37.426684
인천교통공사,인천1호선,신연수,126.693863,37.41804
인천교통공사,인천1호선,동춘,126.681015,37.404737
인천교통공사,인천1호선,동막,126.674005,37.397878
인천교통공사,인천1호선,캠퍼스타운,126.661673,37.387855
인천교통공사,인천1호선,테크노파크,126.656365,37.382268
인천교통공사,인천1호선,지식정보단지,126.645168,37.378384
인천교통공사,인천1호선,인천대입구,126.639484,37.386007
인천교통공사,인천1호선,센트럴파크,126.634729,37.393054
인천교통공사,인천1호선,국제업무지구,126.630347,37.399907
