역명,호선,위도,경도,시청과의거리
신흥,8호선,37.440952,127.14759,20.455255359161473
수진,8호선,37.437575,127.140936,20.294406330837564
모란,8호선,37.433888,127.129921,19.9210647057845
남위례,8호선,37.462839,127.139047,18.284738953272846
중앙보훈병원,9호선,37.529191,127.148739,15.598841117341102
둔촌오륜,9호선,37.519683,127.137989,15.021990629473015
올림픽공원,9호선,37.516269,127.130288,14.529389407319462
한성백제,9호선,37.516404,127.116503,13.409621160297837
송파나루,9호선,37.510372,127.112216,13.367476219263995
석촌,9호선,37.505208,127.10704,13.252531290034245
석촌고분,9호선,37.502558,127.097033,12.66781653088758
삼전,9호선,37.504738,127.088025,11.877032561840867
종합운동장,9호선,37.511426,127.076275,10.60140830711709
봉은사,9호선,37.514219,127.060245,9.285971326394469
삼성중앙,9호선,37.513011,127.053282,8.905480667178974
선정릉,9호선,37.510297,127.043999,8.534005150963695
언주,9호선,37.507287,127.033868,8.219837704668102
신논현,9호선,37.504598,127.02506,8.036068824574695
사평,9호선,37.504206,127.015259,7.667275282362344
고속터미널,9호선,37.50598,127.004403,7.123937903296448
신반포,9호선,37.503415,126.995925,7.195908236366291
구반포,9호선,37.501364,126.987332,7.296794579609581
동작,9호선,37.502878,126.978153,7.0839175121434215
흑석,9호선,37.50877,126.963708,6.554578812485661
노들,9호선,37.512887,126.953222,6.3642804159981905
노량진,9호선,37.513534,126.941005,6.749486616297686
샛강,9호선,37.517274,126.928422,7.0234919897955645
여의도,9호선,37.52176,126.92403,6.903320476446403
국회의사당,9호선,37.528105,126.917874,6.826204572445201
당산,9호선,37.533406,126.902809,7.601922465588194
선유도,9호선,37.53802,126.893525,8.112533292523867
신목동,9호선,37.544277,126.88308,8.744507414244705
염창,9호선,37.546936,126.874916,9.363291591436901
등촌,9호선,37.550632,126.865689,10.07531058735633
증미,9호선,37.557402,126.861939,10.29875495331253
가양,9호선,37.561391,126.854456,10.922576172924161
양천향교,9호선,37.568381,126.841333,12.065060788444438
마곡나루,9호선,37.566778,126.82731,13.299516041861153
신방화,9호선,37.567532,126.816601,14.243686928661399
공항시장,9호선,37.563726,126.810678,14.769136501157272
김포공항,9호선,37.561916,126.802152,15.526066776184908
개화,9호선,37.578608,126.798153,15.924298302604932
북한산우이(도선사입구),우이신설선,37.66284,127.01272,11.126488035043364
솔밭공원,우이신설선,37.65607,127.01326,10.418417650465484
4.19민주묘지(덕성여대),우이신설선,37.64954,127.01371,9.740021088469094
가오리,우이신설선,37.64162,127.01681,9.01003731917918
화계,우이신설선,37.63428,127.0175,8.285273782536247
삼양,우이신설선,37.62706,127.01817,7.590608872408362
삼양사거리,우이신설선,37.62144,127.02049,7.147418735284216
솔샘,우이신설선,37.62037,127.01357,6.74367562559303
북한산보국문(서경대),우이신설선,37.61233,127.00816,5.730655661135156
정릉(국민대입구),우이신설선,37.60278,127.01345,5.083705460385896
성신여대입구,우이신설선,37.59287,127.01656,4.468470595847355
보문,우이신설선,37.58551,127.01939,4.19552694251333
신설동,우이신설선,37.57579,127.02361,4.130598804034558
양원(서울시북부병원),경의중앙,37.6066,127.108,12.271968618983971
상봉,경의중앙,37.595254,127.085853,10.007500357124501
중랑,경의중앙,37.594948,127.076152,9.189481720503021
회기,경의중앙,37.589802,127.057936,7.485616004150959
청량리,경의중앙,37.580543,127.046516,6.217195887504068
왕십리,경의중앙,37.561128,127.035505,5.086934485903537
응봉,경의중앙,37.550433,127.034824,5.304270895343854
한남,경의중앙,37.529361,127.008984,4.949346320104373
망우,경의중앙,37.599295,127.092336,10.694691489981299
서빙고,경의중앙,37.51961,126.988358,5.299565103590257
이촌,경의중앙,37.522476,126.973816,4.9199470915408865
서울역,경의중앙,37.556964,126.971276,1.2318272500935
효창공원앞,경의중앙,37.539289,126.961339,3.3797465409730516
공덕,경의중앙,37.542611,126.952134,3.5196363125250123
신촌,경의중앙,37.559768,126.942308,3.25347680343649
서강대,경의중앙,37.552132,126.935389,4.1019264150838834
홍대입구,경의중앙,37.55808,126.925533,4.737924066697867
가좌,경의중앙,37.568611,126.914841,5.589152652462933
수색,경의중앙,37.580855,126.895681,7.4438025922033795
디지털미디어시티,경의중앙,37.577475,126.900453,6.958488784866354
옥수,경의중앙,37.540446,127.018672,4.601572964647242
용산,경의중앙,37.529849,126.964561,4.258262270520969
샛강,신림,37.51715099617103,126.92949511440423,6.97553261780645
대방(성애병원),신림,37.51302197258486,126.92554017518772,7.552092251724874
서울지방병무청,신림,37.506028336724505,126.92267441513674,8.325553349872528
보라매,신림,37.49986380893415,126.92019280587613,9.011591990054097
보라매공원,신림,37.49521329003488,126.91825273797332,9.535742462996318
보라매병원(전문건설회관),신림,37.49280216609114,126.92359268240538,9.51323275469339
당곡,신림,37.49017371989295,126.9275529771196,9.599056286334841
신림,신림,37.48491306754554,126.92959326054164,10.042448255631403
서원,신림,37.47821158950264,126.93308169642698,10.6018477918761
서울대벤처타운,신림,37.47194107329665,126.9339916655252,11.223088073045348
관악산(서울대),신림,37.468991450151215,126.94511767812192,11.237417358349264
서울역,공항철도,37.5490645,126.9704658,2.0641591948399474
공덕,공항철도,37.5427105,126.9516296,3.540524092841943
홍대입구,공항철도,37.5578854,126.9265227,4.656929330036511
디지털미디어시티,공항철도,37.5783645,126.8972464,7.254110563581183
마곡나루,공항철도,37.5653322,126.827608,13.274093503304353
김포공항,공항철도,37.5667733,126.8025118,15.485179985085376
청량리,경춘,37.580113,127.045043,6.079586646498601
회기,경춘,37.589774,127.057989,7.488928911909904
중랑,경춘,37.594944,127.076152,9.189329299977663
신내,경춘,37.612855,127.103277,12.162157207323062
망우,경춘,37.59955,127.091909,10.669007656362586
상봉,경춘,37.596678,127.08504,9.991440287751521
광운대,경춘,37.623632,127.061835,9.722628530295843
청량리,수인분당,37.580113,127.045043,6.079586646498601
압구정로데오,수인분당,37.527385,127.040555,7.015436094450246
선정릉(한국과학창의재단),수인분당,37.510275,127.043817,8.524901843602063
선릉,수인분당,37.504479,127.048941,9.305624972605926
복정(동서울대학),수인분당,37.469753,127.126627,16.949587782243846
왕십리,수인분당,37.561128,127.035505,5.086934485903537
서울숲,수인분당,37.543647,127.044686,6.391507036119552
강남구청,수인분당,37.517172,127.041275,7.817434092320228
한티,수인분당,37.496208,127.052883,10.227643820533071
도곡,수인분당,37.490914,127.055393,10.822746912516596
대모산입구,수인분당,37.491422,127.07274,11.804608155756872
수서,수인분당,37.487472,127.101422,13.980591317474119
구룡,수인분당,37.486839,127.058856,11.36731242889865
미사,5호선,37.5609,127.194,19.031125776331514
고촌,김포골드라인,37.6012,126.77,18.74585708848299
풍무,김포골드라인,37.6125,126.732,22.285971934223802
사우,김포골드라인,37.6203,126.72,23.52043170337834
걸포북변,김포골드라인,37.6316,126.706,25.047070028524505
운양,김포골드라인,37.6539,126.684,27.67438943670608
장기,김포골드라인,37.644,126.669,28.566347974169073
마산,김포골드라인,37.6407,126.644,30.573145174198455
구래,김포골드라인,37.6454,126.629,31.98592362558858
양촌,김포골드라인,37.6424,126.614,33.172985924226985
원시,서해선,37.3024,126.787,33.88158504562035
원곡,서해선,37.3132,126.796,32.44397647158335
초지,서해선,37.3196,126.808,31.30549648567753
선부,서해선,37.3344,126.81,29.783065608728084
달미,서해선,37.3488,126.809,28.45174421704932
시흥능곡,서해선,37.3699,126.809,26.482235009670497
시흥시청,서해선,37.3822,126.806,25.520474717709043
신현,서해선,37.409,126.788,24.26268372353685
신천,서해선,37.4391,126.787,22.032675943287355
시흥대야,서해선,37.4501,126.793,20.84810047483558
소새울,서해선,37.4685,126.797,19.348423759851105
소사,서해선,37.4833,126.795,18.62228653305844
탑석,의정부선,37.7336,127.089,20.97711653002339
송산,의정부선,37.7373,127.087,21.262202284476885
어룡,의정부선,37.7428,127.085,21.73304760998759
곤제,의정부선,37.7505,127.084,22.47120579420368
효자,의정부선,37.754,127.077,22.581474242727
경기도청북부청사,의정부선,37.7506,127.071,22.031884698484724
새말,의정부선,37.7489,127.064,21.63371598709723
동오,의정부선,37.7453,127.057,21.048078968337837
의정부중앙,의정부선,37.7437,127.05,20.683660599685552
흥선,의정부선,37.7433,127.037,20.320114886644348
의정부시청,의정부선,37.7393,127.035,19.84527338471218
경전철의정부,의정부선,37.7372,127.043,19.810609113149017
범골,의정부선,37.7288,127.044,18.94487596592598
회룡,의정부선,37.725,127.047,18.62727609568988
발곡,의정부선,37.727,127.053,19.014128872178652
전대.에버랜드,에버라인선,37.2853,127.22,37.870493380823696
둔전,에버라인선,37.2671,127.214,39.27628029111838
보평,에버라인선,37.259,127.218,40.22823509485716
고진,에버라인선,37.2448,127.214,41.401142026680354
운동장.송담대,에버라인선,37.2378,127.209,41.859276463926136
김량장,에버라인선,37.2372,127.199,41.49516900274233
명지대,에버라인선,37.238,127.19,41.0482505765442
시청.용인대,에버라인선,37.2392,127.178,40.45594632091346
삼가,에버라인선,37.2421,127.168,39.7856924361783
초당,에버라인선,37.2608,127.159,37.56445714934307
동백,에버라인선,37.269,127.153,36.51364236023509
어정,에버라인선,37.2749,127.144,35.58559692497935
지석,에버라인선,37.2696,127.137,35.87763866032654
강남대,에버라인선,37.2702,127.126,35.447122715545305
기흥,에버라인선,37.2754,127.117,34.62071374533863
광교,신분당선(연장),37.3021,127.044,29.977737248409245
광교중앙,신분당선(연장),37.2886,127.051,31.571881675203873
상현,신분당선(연장),37.2977,127.069,30.954884750776152
성복,신분당선(연장),37.3133,127.08,29.563264267967632
수지구청,신분당선(연장),37.3227,127.095,29.012888905285756
동천,신분당선(연장),37.3379,127.103,27.712316067709633
미금,신분당선(연장),37.35,127.109,26.70738477387722
정자,신분당선,37.3671,127.108,24.965062581077643
판교,신분당선,37.3948,127.112,22.455693756414167
청계산입구,신분당선,37.4472,127.056,14.943823590159724
양재시민의숲,신분당선,37.47,127.038,11.964758467736084
영종,공항철도1호선,37.512,126.524,40.504697660713646
인천공항2터미널,공항철도1호선,37.4607,126.441,48.822697656172004
인천공항1터미널,공항철도1호선,37.4475,126.453,48.182715688576764
공항화물청사,공항철도1호선,37.459,126.478,45.71196778223837
운서,공항철도1호선,37.4929,126.494,43.47694774477129
청라국제도시,공항철도1호선,37.5564,126.625,31.15347154144022
검암,공항철도1호선,37.5691,126.674,26.812988438891878
계양,공항철도1호선,37.5717,126.736,21.354258741760688
석남,7호선,37.5062,126.676,27.479457410036876
산곡,7호선,37.5086,126.704,25.022213225853417
부평구청,7호선(인천),37.5085,126.721,23.58012067985766
굴포천,7호선(인천),37.5068,126.732,22.703739362258723
삼산체육관,7호선(인천),37.5072,126.742,21.848636606626584
상동,7호선(인천),37.5058,126.753,20.975961157194167
부천시청,7호선(인천),37.5044,126.764,20.11336529578675
신중동,7호선(인천),37.5028,126.776,19.188443577522467
춘의,7호선(인천),37.5037,126.788,18.170629800151872
부천종합운동장,7호선(인천),37.505,126.797,17.383259936280986
까치울,7호선(인천),37.5061,126.811,16.20466704264568
운연,인천2호선,37.4401,126.76,23.839292155215073
인천대공원,인천2호선,37.4488,126.753,23.793749822417826
남동구청,인천2호선,37.4482,126.737,25.01921757328298
만수,인천2호선,37.4549,126.732,25.016424747250344
모래내시장,인천2호선,37.4558,126.719,25.970298153930255
석천사거리,인천2호선,37.4568,126.71,26.62048523995615
인천시청,인천2호선,37.4568,126.701,27.32834801514576
석바위시장,인천2호선,37.4576,126.693,27.922591850115936
시민공원,인천2호선,37.4583,126.681,28.847108581764797
주안,인천2호선,37.465,126.679,28.705173620897007
주안국가산단,인천2호선,37.4737,126.681,28.17284197297607
가재울,인천2호선,37.4842,126.684,27.51472087044429
인천가좌,인천2호선,37.4897,126.675,28.071162392524123
서부여성회관,인천2호선,37.5002,126.676,27.65108052059124
석남,인천2호선,37.5062,126.676,27.479457410036876
